year,chsa_code,chsa_name,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,total
2016,4311,Comox,14,19,23,20,15,23,20,24,16,13,21,23,231
2016,4312,Comox Valley Rural,14,13,8,6,12,10,9,12,18,17,15,13,147
2016,4313,Courtenay,32,31,25,24,26,30,18,20,30,25,19,33,313
2016,4321,Campbell River,20,28,31,21,29,26,28,21,37,33,18,19,311
2016,4322,Campbell River Rural,6,4,9,4,3,5,3,6,6,4,4,4,58
2016,4330,Vancouver Island West,0,5,0,3,1,0,1,0,1,1,2,1,15
2016,4341,Port Hardy/Port Alice,3,6,5,4,7,9,3,4,0,4,3,10,58
2016,4342,Port McNeill/Sointula,3,1,0,0,2,1,0,0,0,1,1,1,10
2016,4343,Vancouver Island North Remote,2,2,1,2,3,3,3,0,2,2,3,1,24
2016,5101,Haida Gwaii South,1,1,2,3,1,4,1,1,2,2,4,1,23
2016,5102,Haida Gwaii North,2,0,3,3,2,1,0,0,0,2,1,3,17
2016,5110,Snow Country,0,0,0,0,0,0,1,0,0,0,0,0,1
2016,5121,Prince Rupert City Centre,11,8,13,7,12,9,8,8,9,15,14,9,123
2016,5122,Prince Rupert Rural,1,1,1,0,1,0,1,0,0,1,0,2,8
2016,5130,Upper Skeena,0,5,2,3,0,4,4,1,0,5,4,1,29
2016,5141,Smithers Town Centre,6,3,12,2,3,3,3,5,5,4,5,6,57
2016,5142,Smithers Rural,2,2,1,2,3,2,3,1,1,2,2,2,23
2016,5143,Houston,4,0,2,1,2,1,2,4,2,1,2,1,22
2016,5150,Kitimat,3,3,3,1,2,5,5,6,5,4,12,7,56
2016,5160,Stikine,1,0,1,0,0,0,0,0,0,1,1,0,4
2016,5171,Terrace City Centre,6,6,9,9,7,10,7,4,10,19,14,7,108
2016,5172,Terrace Rural,4,4,5,4,6,4,3,4,11,3,4,5,57
2016,5180,Nisga'a,0,0,0,1,1,0,0,2,2,0,0,0,6
2016,5190,Telegraph Creek,0,1,0,1,0,0,0,0,0,0,0,0,2
2016,5211,Quesnel City Centre,15,14,6,13,11,8,16,11,9,13,13,11,140
2016,5212,Quesnel Rural,11,8,9,9,9,14,12,8,9,10,11,11,121
2016,5221,Burns Lake Town Centre,1,0,3,6,3,5,7,2,4,2,2,0,35
2016,5222,Burns Lake South,1,1,1,0,0,0,0,1,1,2,0,0,7
2016,5223,Burns Lake North,0,0,2,2,0,0,6,1,2,2,0,4,19
2016,5231,Vanderhoof,6,5,3,3,6,3,2,7,7,5,4,2,53
2016,5232,Vanderhoof Rural,0,0,0,0,0,1,0,1,0,0,0,0,2
2016,5233,Fort St. James North,0,4,2,3,4,4,3,7,0,2,2,2,33
2016,5234,Fraser Lake,2,2,3,1,3,1,1,3,2,2,4,6,30
2016,5241,Prince George City - North,5,7,10,6,6,6,4,7,9,7,12,16,95
2016,5242,Prince George City - Central,45,43,27,46,40,41,39,35,28,26,38,36,444
2016,5243,Prince George City - Southwest,1,8,7,4,4,7,5,7,8,3,4,4,62
2016,5244,Prince George Southwest Rural,2,7,3,3,4,5,3,0,1,4,2,3,37
2016,5245,Prince George North Fraser Rural,2,0,2,1,0,0,1,3,2,2,2,3,18
2016,5246,McBride/Valemount,4,6,1,0,4,2,1,0,5,2,1,4,30
2016,5247,Mackenzie,4,3,5,2,1,1,2,2,1,0,1,4,26
2016,5311,Dawson Creek,13,14,9,11,14,12,14,18,11,9,10,6,141
2016,5312,Chetwynd,3,5,2,4,2,3,0,7,2,3,3,3,37
2016,5313,Tumbler Ridge,1,0,0,2,1,1,0,1,2,0,0,0,8
2016,5314,Peace River South Rural,3,2,5,2,2,2,0,4,1,1,4,4,30
2016,5321,Fort St John,12,15,13,5,12,11,6,10,9,6,20,9,128
2016,5322,Hudson's Hope,1,1,0,1,0,0,0,0,2,3,0,1,9
2016,5323,Peace River North Rural,4,8,4,3,3,6,7,5,2,1,2,6,51
2016,5331,Fort Nelson Population Centre,0,3,1,2,3,1,3,4,0,2,0,4,23
2016,5332,Northern Boreal,0,0,0,0,0,0,1,0,1,0,0,0,2
2016,UNKN,Unknown CHSA,26,22,24,18,25,26,41,46,20,36,21,23,328
2017,1110,Fernie,14,9,6,10,13,6,10,10,12,10,5,11,116
2017,1120,Cranbrook,26,21,22,24,22,18,22,16,17,20,27,19,254
2017,1130,Kimberley,8,8,9,8,8,10,7,11,6,11,8,11,105
2017,1140,Windermere,14,4,10,4,9,11,9,5,6,5,8,12,97
2017,1150,Creston,11,16,15,18,16,17,9,7,11,14,10,13,157
2017,1160,Golden,2,2,4,4,9,2,1,3,5,4,2,7,45
2017,1210,Kootenay Lake,2,4,4,3,2,2,2,2,2,4,4,6,37
2017,1220,Nelson,19,19,19,17,13,18,21,12,17,19,16,21,211
2017,1230,Castlegar,26,13,10,12,11,12,13,7,4,10,16,11,145
2017,1240,Arrow Lakes,5,6,4,4,8,3,2,6,6,4,4,8,60
2017,1250,Trail,24,20,23,22,16,12,17,21,23,25,18,25,246
2017,1260,Grand Forks,15,18,11,12,12,15,12,14,14,8,14,15,160
2017,1270,Kettle Valley,3,2,2,4,1,3,2,5,4,1,5,5,37
2017,1310,Southern Okanagan,40,28,29,21,24,30,19,26,26,28,23,32,326
2017,1320,Penticton,63,50,66,52,43,51,48,52,44,42,54,63,628
2017,1330,Keremeos,12,8,9,6,6,5,14,8,10,7,6,14,105
2017,1340,Princeton,6,7,5,4,3,3,6,4,1,5,6,4,54
2017,1350,Armstrong/Spallumcheen,11,11,8,5,5,11,10,4,8,11,12,8,104
2017,1361,Vernon Centre/Coldstream,69,47,64,48,48,53,57,55,50,41,52,69,653
2017,1362,North Okanagan/Lumby,11,13,12,9,11,13,8,5,8,5,10,11,116
2017,1371,Central Okanagan Rural,8,8,9,5,7,6,3,4,3,3,6,7,69
2017,1372,West Kelowna,51,34,35,37,40,39,41,32,32,41,37,27,446
2017,1373,Lake Country,14,5,5,5,9,7,5,6,5,7,8,11,87
2017,1374,Glenmore,33,16,31,27,24,26,21,17,20,20,24,27,286
2017,1375,Downtown Kelowna,66,48,61,65,47,57,42,46,46,43,50,55,626
2017,1376,Rutland,42,33,29,30,22,29,17,24,19,21,28,27,321
2017,1377,Okanagan Mission,19,16,27,12,16,10,12,9,8,14,16,19,178
2017,1380,Summerland,26,14,19,13,13,13,17,19,9,13,12,11,179
2017,1390,Enderby,8,5,6,7,3,5,3,3,9,5,4,6,64
2017,1410,Revelstoke,7,4,7,3,11,5,6,7,6,8,4,7,75
2017,1420,Salmon Arm,47,39,38,32,32,38,46,31,27,34,38,35,437
2017,1431,Kamloops Centre North,58,42,47,60,40,33,42,53,41,43,46,48,553
2017,1432,Kamloops Centre South,32,37,35,40,33,27,33,31,22,36,40,33,399
2017,1433,Lower Thompson,21,14,16,15,18,13,15,17,12,14,19,19,193
2017,1440,100 Mile House,18,11,17,13,12,11,14,12,16,21,15,23,183
2017,1450,North Thompson,7,5,3,4,2,7,3,1,4,2,3,1,42
2017,1461,West Cariboo,0,2,1,3,1,4,1,3,1,2,1,1,20
2017,1462,Williams Lake/East Cariboo,21,17,21,20,18,27,18,18,10,21,13,17,221
2017,1470,Lillooet,4,3,1,3,4,1,3,2,5,0,2,5,33
2017,1480,South Cariboo,5,6,15,6,10,8,3,4,4,7,4,3,75
2017,1490,Merritt,16,16,12,10,5,10,9,9,11,8,12,14,132
2017,2110,Hope,15,8,11,11,15,6,8,10,10,9,12,6,121
2017,2121,South Chilliwack,44,38,31,25,24,31,28,26,27,39,34,37,384
2017,2122,North Chilliwack,61,37,51,31,48,37,57,41,33,48,39,50,533
2017,2131,Central Abbotsford,46,34,34,21,28,23,33,22,25,44,31,39,380
2017,2132,East Abbotsford,15,13,7,10,14,12,14,11,10,9,10,8,133
2017,2133,West Abbotsford,52,47,41,34,41,38,31,33,34,38,49,56,494
2017,2134,Abbotsford Rural,13,13,13,14,18,7,11,12,11,13,10,6,141
2017,2141,South Mission,22,23,29,21,21,10,17,19,20,20,19,19,240
2017,2142,North Mission,13,8,14,7,6,12,6,7,5,5,9,17,109
2017,2150,Agassiz/Harrison,16,12,7,10,7,8,16,7,7,11,10,9,120
2017,2210,New Westminster,52,56,47,42,58,34,44,34,39,47,41,53,547
2017,2221,Burnaby Northwest,26,24,27,23,26,24,16,24,22,22,29,23,286
2017,2222,Burnaby Northeast,21,15,19,12,16,14,18,23,15,11,13,12,189
2017,2223,Burnaby Southwest,63,53,51,43,47,42,51,46,46,36,34,48,560
2017,2224,Burnaby Southeast,32,44,31,37,29,26,35,28,39,40,44,38,423
2017,2231,Haney,27,31,32,25,31,31,20,32,22,26,27,32,336
2017,2232,Pitt Meadows,11,16,7,14,6,9,7,12,3,11,8,9,113
2017,2233,Maple Ridge Rural,24,16,22,22,22,25,24,19,28,22,19,35,278
2017,2241,North Coquitlam,11,5,8,6,11,9,6,9,7,10,6,4,92
2017,2242,Southwest Coquitlam,48,46,58,34,34,38,48,34,44,34,33,51,502
2017,2243,Southeast Coquitlam,26,23,23,16,17,6,15,12,11,19,13,17,198
2017,2244,Port Coquitlam,47,34,29,28,36,26,26,31,34,34,38,34,397
2017,2245,Port Moody/Anmore/Belcarra,14,4,8,15,9,8,12,12,9,13,8,19,131
2017,2311,City of Langley,36,30,27,22,35,23,20,22,22,29,31,22,319
2017,2312,Walnut Grove/Fort Langley,18,21,21,25,14,18,14,16,20,27,13,9,216
2017,2313,Willoughby,10,11,8,9,11,9,14,13,14,11,12,12,134
2017,2314,Brookswood/Murrayville,21,22,23,13,15,12,14,11,13,22,14,22,202
2017,2315,Aldergrove/Otter,8,16,9,8,8,3,10,9,10,5,11,6,103
2017,2316,North Langley Township,8,8,8,9,5,10,12,2,5,11,4,18,100
2017,2317,South Langley Township,10,10,9,6,2,2,7,7,5,5,3,5,71
2017,2321,North Delta,21,18,23,21,25,19,21,27,25,27,32,26,285
2017,2322,Ladner,28,21,19,16,16,25,15,20,21,19,19,20,239
2017,2323,Tsawwassen,19,17,10,13,22,16,14,26,23,20,12,23,215
2017,2331,Whalley,29,20,30,24,26,27,21,35,23,39,22,18,314
2017,2332,North Surrey,46,33,38,40,33,30,31,39,31,26,29,39,415
2017,2333,Cloverdale,46,34,33,34,40,36,26,27,33,23,27,40,399
2017,2334,Panorama,17,19,17,12,19,20,19,14,7,19,14,32,209
2017,2335,East Newton,24,35,26,30,24,20,27,28,33,37,26,25,335
2017,2336,Fleetwood,44,36,41,33,36,29,30,24,30,27,39,38,407
2017,2337,Guildford,28,21,27,18,23,22,26,27,19,28,25,27,291
2017,2338,West Newton,14,17,13,20,7,12,12,9,11,12,9,9,145
2017,2341,South Surrey,70,55,65,52,52,49,50,49,55,62,59,59,677
2017,2342,White Rock,34,28,33,22,18,23,32,26,19,23,24,30,312
2017,3111,Richmond City Centre,36,16,31,28,22,23,30,24,24,26,27,25,312
2017,3112,Blundell,8,9,10,7,6,11,8,12,6,7,8,11,103
2017,3113,Broadmoor,15,10,11,10,13,6,5,7,10,10,8,8,113
2017,3114,Thompson/Seafair,10,9,17,9,9,6,12,6,12,14,7,13,124
2017,3115,Steveston,10,5,13,16,14,8,15,13,12,13,11,12,142
2017,3116,East and West Cambie/Bridgeport,10,4,15,5,4,12,9,6,6,11,6,20,108
2017,3117,Gilmore/Shellmont/East/Hamilton,9,10,5,8,4,10,8,9,4,5,8,9,89
2017,3211,Downtown Vancouver,25,15,19,22,14,22,12,14,14,18,15,17,207
2017,3212,West End,21,29,24,28,25,14,23,18,27,28,31,25,293
2017,3213,Fairview,31,27,30,26,25,24,18,17,19,20,34,34,305
2017,3221,Downtown Eastside,52,30,33,46,40,36,34,32,30,35,35,32,435
2017,3222,Northeast False Creek,2,3,3,5,3,1,5,8,4,2,1,3,40
2017,3223,Grandview-Woodland,12,13,16,20,9,18,20,12,14,14,19,15,182
2017,3231,Cedar Cottage,15,9,9,9,9,10,10,8,8,8,10,14,119
2017,3232,Hastings-Sunrise,24,16,19,21,17,17,27,21,22,18,20,26,248
2017,3233,Renfrew-Collingwood,35,19,28,18,24,22,19,23,21,28,19,29,285
2017,3241,Shaughnessy/Arbutus Ridge/Kerrisdale,38,30,33,27,27,23,23,35,25,26,28,30,345
2017,3242,West Point Grey/Dunbar-Southlands,19,15,14,15,14,10,11,11,13,12,13,12,159
2017,3243,University of British Columbia,13,6,3,6,2,8,6,5,9,5,6,6,75
2017,3244,Kitsilano,25,12,13,16,16,13,11,14,11,15,11,19,176
2017,3251,Kensington,15,11,16,14,10,12,21,12,12,8,9,16,156
2017,3252,Mount Pleasant,17,8,13,7,11,13,5,9,7,14,13,12,129
2017,3253,South Cambie/Riley Park,23,26,28,17,17,20,15,16,19,25,18,17,241
2017,3261,Killarney,24,14,17,18,10,10,11,17,13,18,19,16,187
2017,3262,Oakridge/Marpole,34,23,22,24,25,20,23,28,27,19,20,11,276
2017,3263,Sunset,20,17,17,12,13,13,13,15,12,17,16,14,179
2017,3264,Victoria-Fraserview,29,22,21,22,25,20,24,15,16,22,22,20,258
2017,3311,North Vancouver City - East,12,17,16,17,12,8,10,10,9,16,14,16,157
2017,3312,North Vancouver City - West,23,17,19,20,12,19,13,15,13,13,13,23,200
2017,3313,North Vancouver DM - Central,23,31,21,18,26,23,21,23,22,16,16,21,261
2017,3314,North Vancouver DM - East,18,21,14,16,13,17,19,12,15,18,24,12,199
2017,3315,North Vancouver DM - West,15,10,12,17,7,18,7,10,10,14,16,11,147
2017,3321,West Vancouver - Lower,38,26,28,34,23,16,27,23,17,28,29,18,307
2017,3322,West Vancouver - Upper,20,17,13,4,8,7,8,10,12,10,8,15,132
2017,3323,Bowen Island/Lions Bay,1,1,1,2,1,3,4,3,2,4,0,4,26
2017,3331,Gibsons,3,8,4,7,11,9,9,5,8,9,4,8,85
2017,3332,Sechelt,20,14,17,9,16,7,13,13,9,10,9,9,146
2017,3333,Sunshine Coast Rural,5,8,6,5,6,7,4,10,9,7,9,6,82
2017,3341,Powell River City,19,17,25,14,19,13,13,12,14,14,16,14,190
2017,3342,qathet Rural,6,2,5,5,2,6,4,3,4,6,3,10,56
2017,3351,Squamish,14,10,13,6,4,12,8,7,7,9,7,8,105
2017,3352,Whistler,1,3,2,1,2,3,1,1,1,3,2,0,20
2017,3353,Howe Sound Rural,1,1,1,5,2,0,1,3,5,2,0,1,22
2017,3360,Bella Coola Valley,2,2,7,4,3,2,3,1,6,0,4,1,35
2017,3370,Central Coast,0,0,5,1,1,1,1,2,1,0,0,1,13
2017,4111,Downtown Victoria/Vic West,53,34,26,30,25,27,34,32,32,33,26,23,375
2017,4112,James Bay/Fairfield,77,41,60,44,42,36,39,46,37,50,41,56,569
2017,4113,Oaklands/Fernwood,35,31,22,18,17,20,20,25,20,23,19,27,277
2017,4114,Oak Bay,24,19,19,25,22,15,18,20,12,19,18,17,228
2017,4115,Gordon Head/Shelbourne,45,24,35,23,23,19,24,19,21,28,23,22,306
2017,4116,Quadra/Swan Lake,17,10,13,13,9,16,10,5,13,10,9,14,139
2017,4117,Interurban/Tillicum,29,29,17,11,16,17,21,9,15,20,21,19,224
2017,4118,View Royal,7,1,3,1,7,8,8,2,3,7,3,0,50
2017,4119,Esquimalt,13,14,25,19,20,17,14,15,14,12,17,16,196
2017,4121,Colwood,14,12,15,10,9,9,11,11,10,14,12,3,130
2017,4122,Metchosin,2,4,2,3,4,2,5,3,0,0,1,6,32
2017,4123,Langford/Highlands,20,13,20,22,17,11,23,17,18,15,7,15,198
2017,4124,Sooke,11,10,10,4,5,10,13,3,10,8,5,8,97
2017,4125,Juan de Fuca Coast,3,2,1,1,1,0,0,2,1,1,2,3,17
2017,4131,Royal Oak/Cordova Bay/Prospect,31,25,19,32,34,24,25,22,21,26,19,25,303
2017,4132,Central Saanich,23,20,20,12,11,15,18,23,19,25,16,15,217
2017,4133,North Saanich,6,6,8,9,8,8,12,4,10,7,9,5,92
2017,4134,Sidney,28,17,24,21,18,13,22,14,15,14,19,17,222
2017,4141,Salt Spring Island,12,10,7,10,6,7,11,8,8,11,7,9,106
2017,4142,Pender/Galiano/Saturna/Mayne,2,4,2,4,6,6,6,4,3,1,6,3,47
2017,4211,South Cowichan,14,7,8,12,6,13,10,8,9,14,10,10,121
2017,4212,Central Cowichan,42,37,39,45,46,40,42,30,28,39,33,37,458
2017,4220,Cowichan Valley West,6,3,3,5,1,3,6,3,4,4,7,4,49
2017,4231,Ladysmith,9,9,12,3,8,6,11,9,13,7,9,6,102
2017,4232,Ladysmith Rural,3,1,5,0,7,1,4,4,2,4,2,6,39
2017,4233,Chemainus,12,9,6,8,7,10,6,6,8,4,11,9,96
2017,4234,Penelakut and Thetis Islands,1,2,0,0,0,1,0,1,0,0,0,1,6
2017,4241,Downtown Nanaimo,30,31,34,30,17,16,28,20,18,21,28,19,292
2017,4242,Departure Bay,27,15,24,31,16,18,18,18,32,26,20,17,262
2017,4243,Nanaimo North/Lantzville,36,39,33,33,29,27,27,27,34,30,24,46,385
2017,4244,Nanaimo South,13,11,9,7,14,9,9,14,16,13,8,15,138
2017,4245,Nanaimo West/Rural,3,7,5,5,5,4,2,6,4,6,9,4,60
2017,4246,Cedar/Wellington,2,8,1,4,3,4,5,2,2,5,4,3,43
2017,4247,Gabriola Island,0,1,2,2,4,0,4,5,3,3,5,5,34
2017,4251,Parksville,39,14,22,15,16,14,14,20,29,20,31,30,264
2017,4252,Qualicum Beach,19,19,16,14,17,16,22,22,13,15,15,17,205
2017,4253,Oceanside Rural,23,23,17,18,27,27,21,21,16,15,14,16,238
2017,4261,Port Alberni,29,26,22,31,24,22,23,27,20,16,28,17,285
2017,4262,Alberni Valley/Bamfield,2,5,2,1,3,2,4,3,4,5,7,5,43
2017,4263,West Coast,3,4,2,2,2,1,2,3,1,3,0,1,24
2017,4311,Comox,23,18,14,22,18,14,31,17,16,21,16,20,230
2017,4312,Comox Valley Rural,18,16,16,13,8,11,15,13,14,9,15,9,157
2017,4313,Courtenay,40,34,26,29,20,21,17,23,41,23,29,33,336
2017,4321,Campbell River,36,37,28,33,35,28,30,27,27,29,45,25,380
2017,4322,Campbell River Rural,12,5,8,7,6,7,8,4,3,8,11,3,82
2017,4330,Vancouver Island West,1,0,4,0,1,2,4,3,2,1,2,3,23
2017,4341,Port Hardy/Port Alice,6,5,8,2,7,3,7,5,6,3,5,2,59
2017,4342,Port McNeill/Sointula,1,0,1,1,0,1,0,2,1,1,0,2,10
2017,4343,Vancouver Island North Remote,3,1,4,3,3,1,4,3,2,0,2,0,26
2017,5101,Haida Gwaii South,2,2,0,2,0,2,0,1,2,5,2,3,21
2017,5102,Haida Gwaii North,1,4,1,2,1,0,2,1,0,2,3,1,18
2017,5110,Snow Country,0,1,0,0,0,0,1,0,0,0,1,0,3
2017,5121,Prince Rupert City Centre,7,8,10,11,11,7,8,11,7,10,14,11,115
2017,5122,Prince Rupert Rural,1,0,1,0,1,0,0,0,1,0,0,0,4
2017,5130,Upper Skeena,1,3,7,1,1,4,2,1,4,3,5,1,33
2017,5141,Smithers Town Centre,5,3,5,7,3,5,5,4,7,8,6,8,66
2017,5142,Smithers Rural,5,3,2,1,1,3,4,6,0,4,2,0,31
2017,5143,Houston,2,1,3,0,1,3,2,2,6,4,1,0,25
2017,5150,Kitimat,11,8,6,2,7,2,11,4,5,6,9,7,78
2017,5160,Stikine,0,1,0,1,0,1,0,2,0,1,1,1,8
2017,5171,Terrace City Centre,8,9,5,9,11,5,4,9,9,10,9,10,98
2017,5172,Terrace Rural,9,5,5,2,5,6,9,4,4,6,6,3,64
2017,5180,Nisga'a,3,1,2,1,2,0,2,1,1,0,0,0,13
2017,5190,Telegraph Creek,0,0,0,0,1,0,0,0,0,0,0,2,3
2017,5211,Quesnel City Centre,14,8,14,8,6,8,11,11,8,8,12,15,123
2017,5212,Quesnel Rural,12,10,8,11,7,6,11,8,3,9,6,9,100
2017,5221,Burns Lake Town Centre,3,2,4,1,2,4,3,1,4,2,4,6,36
2017,5222,Burns Lake South,0,0,1,0,1,0,0,0,0,1,0,2,5
2017,5223,Burns Lake North,0,0,0,0,0,0,4,2,0,3,2,0,11
2017,5231,Vanderhoof,6,4,6,4,3,3,2,3,3,9,5,5,53
2017,5232,Vanderhoof Rural,0,0,0,0,2,0,0,1,1,0,0,0,4
2017,5233,Fort St. James North,3,0,4,2,2,1,2,2,2,3,6,4,31
2017,5234,Fraser Lake,2,2,5,2,3,1,3,1,1,0,5,3,28
2017,5241,Prince George City - North,9,10,6,9,11,8,5,6,9,9,17,10,109
2017,5242,Prince George City - Central,39,43,34,39,33,25,25,40,36,28,37,48,427
2017,5243,Prince George City - Southwest,4,5,11,5,6,6,4,7,5,6,4,10,73
2017,5244,Prince George Southwest Rural,3,2,3,1,3,2,3,1,3,3,5,3,32
2017,5245,Prince George North Fraser Rural,5,6,4,5,1,4,2,4,5,2,2,1,41
2017,5246,McBride/Valemount,2,1,0,6,5,3,3,1,2,1,4,2,30
2017,5247,Mackenzie,6,1,4,3,4,5,1,0,4,3,1,5,37
2017,5311,Dawson Creek,9,15,7,8,10,12,16,10,7,9,10,15,128
2017,5312,Chetwynd,4,1,2,4,3,4,2,2,2,3,2,5,34
2017,5313,Tumbler Ridge,1,0,1,1,2,1,0,0,2,0,1,1,10
2017,5314,Peace River South Rural,3,2,6,4,1,2,3,1,1,5,2,6,36
2017,5321,Fort St John,10,12,11,14,16,10,12,11,10,14,8,9,137
2017,5322,Hudson's Hope,1,0,0,1,0,0,0,2,4,1,0,1,10
2017,5323,Peace River North Rural,4,4,3,6,6,5,5,7,1,9,4,8,62
2017,5331,Fort Nelson Population Centre,6,4,1,2,2,2,2,1,2,2,6,1,31
2017,5332,Northern Boreal,0,0,0,0,0,0,0,0,0,0,0,1,1
2017,UNKN,Unknown CHSA,28,24,23,23,32,42,43,66,36,32,21,33,403
2018,1110,Fernie,14,9,5,7,5,8,14,6,8,17,10,10,113
2018,1120,Cranbrook,17,19,19,18,18,23,25,24,24,23,20,16,246
2018,1130,Kimberley,10,8,11,6,3,6,11,6,2,10,10,8,91
2018,1140,Windermere,5,7,6,9,9,4,6,2,4,7,7,7,73
2018,1150,Creston,18,7,15,13,16,22,15,8,10,20,20,15,179
2018,1160,Golden,5,4,4,7,5,0,3,5,8,0,2,3,46
2018,1210,Kootenay Lake,0,2,2,2,1,0,3,0,4,2,4,6,26
2018,1220,Nelson,15,18,20,13,13,22,19,17,17,16,19,26,215
2018,1230,Castlegar,20,13,11,9,8,12,14,3,13,13,12,12,140
2018,1240,Arrow Lakes,4,6,5,3,8,7,8,2,3,5,4,9,64
2018,1250,Trail,31,10,26,16,24,16,17,14,19,19,14,31,237
2018,1260,Grand Forks,18,11,9,8,13,13,13,11,8,10,10,12,136
2018,1270,Kettle Valley,3,1,3,3,4,2,5,3,1,0,3,1,29
2018,1310,Southern Okanagan,25,23,27,28,30,41,20,24,26,23,29,31,327
2018,1320,Penticton,58,43,64,45,48,44,59,44,45,42,56,48,596
2018,1330,Keremeos,4,6,6,9,6,10,7,7,6,6,13,10,90
2018,1340,Princeton,9,5,7,6,7,5,8,4,5,7,1,4,68
2018,1350,Armstrong/Spallumcheen,9,6,17,6,9,9,8,7,10,10,10,9,110
2018,1361,Vernon Centre/Coldstream,63,58,72,52,60,53,60,49,43,51,70,61,692
2018,1362,North Okanagan/Lumby,15,14,11,4,8,13,7,6,9,11,11,10,119
2018,1371,Central Okanagan Rural,4,2,5,5,3,4,8,5,6,7,4,9,62
2018,1372,West Kelowna,39,41,34,36,31,22,36,30,39,37,34,41,420
2018,1373,Lake Country,10,5,9,5,7,5,5,8,8,8,4,8,82
2018,1374,Glenmore,25,22,19,16,28,22,19,27,26,27,25,16,272
2018,1375,Downtown Kelowna,56,46,54,51,46,48,51,44,68,56,64,42,626
2018,1376,Rutland,26,21,25,22,21,30,19,30,27,25,23,36,305
2018,1377,Okanagan Mission,12,10,13,13,13,9,11,10,9,6,10,22,138
2018,1380,Summerland,18,12,17,11,17,10,9,7,12,15,11,13,152
2018,1390,Enderby,11,4,11,5,7,5,5,6,6,6,8,7,81
2018,1410,Revelstoke,5,6,3,2,5,3,4,6,3,7,2,3,49
2018,1420,Salmon Arm,37,34,49,37,38,40,34,29,30,26,35,40,429
2018,1431,Kamloops Centre North,54,44,43,43,43,26,42,40,39,53,45,60,532
2018,1432,Kamloops Centre South,39,29,30,35,22,28,30,31,28,35,39,42,388
2018,1433,Lower Thompson,16,19,18,13,22,23,11,13,11,16,15,15,192
2018,1440,100 Mile House,24,16,12,15,17,4,15,21,13,18,20,15,190
2018,1450,North Thompson,5,1,5,7,7,5,5,4,2,4,2,3,50
2018,1461,West Cariboo,2,0,1,2,0,1,2,2,0,4,1,4,19
2018,1462,Williams Lake/East Cariboo,30,15,20,12,16,15,19,19,26,13,10,27,222
2018,1470,Lillooet,3,4,3,4,0,0,3,3,4,3,5,0,32
2018,1480,South Cariboo,11,5,5,7,9,9,7,8,6,7,9,10,93
2018,1490,Merritt,16,6,12,6,5,12,10,13,9,7,10,11,117
2018,2110,Hope,18,9,12,6,8,8,9,6,8,10,7,14,115
2018,2121,South Chilliwack,39,33,25,24,30,31,35,34,22,30,34,36,373
2018,2122,North Chilliwack,63,55,59,45,33,37,54,39,44,46,47,48,570
2018,2131,Central Abbotsford,40,34,35,26,20,30,28,25,30,28,31,35,362
2018,2132,East Abbotsford,18,12,10,12,10,12,15,19,4,15,8,10,145
2018,2133,West Abbotsford,40,26,41,36,36,31,36,37,46,56,41,45,471
2018,2134,Abbotsford Rural,13,13,16,11,7,15,8,11,13,9,14,21,151
2018,2141,South Mission,21,16,19,20,18,22,24,16,18,20,16,17,227
2018,2142,North Mission,7,4,7,12,10,9,9,6,10,15,7,10,106
2018,2150,Agassiz/Harrison,10,11,13,7,8,8,14,8,14,12,4,1,110
2018,2210,New Westminster,65,42,57,48,38,49,52,37,34,46,38,38,544
2018,2221,Burnaby Northwest,23,30,26,19,25,21,18,16,17,27,22,27,271
2018,2222,Burnaby Northeast,22,19,23,17,17,16,18,19,12,14,22,17,216
2018,2223,Burnaby Southwest,48,45,55,44,33,31,40,42,38,44,54,46,520
2018,2224,Burnaby Southeast,45,35,40,32,32,39,32,38,33,30,30,34,420
2018,2231,Haney,34,33,38,37,35,39,30,22,35,31,20,34,388
2018,2232,Pitt Meadows,6,12,9,12,11,12,11,10,8,5,4,9,109
2018,2233,Maple Ridge Rural,33,22,27,25,24,29,24,26,22,27,29,15,303
2018,2241,North Coquitlam,6,6,8,11,13,8,11,3,7,11,8,10,102
2018,2242,Southwest Coquitlam,51,38,48,43,42,22,46,33,40,46,30,36,475
2018,2243,Southeast Coquitlam,15,23,13,9,17,16,14,8,20,16,15,13,179
2018,2244,Port Coquitlam,31,31,30,25,27,38,28,31,26,35,34,38,374
2018,2245,Port Moody/Anmore/Belcarra,13,13,20,11,10,8,10,9,10,12,11,8,135
2018,2311,City of Langley,31,25,35,22,20,23,29,25,35,25,27,35,332
2018,2312,Walnut Grove/Fort Langley,13,19,15,12,11,20,18,16,19,16,19,15,193
2018,2313,Willoughby,8,12,8,9,9,8,13,10,8,15,9,12,121
2018,2314,Brookswood/Murrayville,11,19,19,24,24,16,18,22,13,20,16,20,222
2018,2315,Aldergrove/Otter,5,8,9,9,9,7,12,6,7,14,14,12,112
2018,2316,North Langley Township,7,8,8,4,8,6,8,10,6,8,6,9,88
2018,2317,South Langley Township,8,6,5,7,8,3,9,6,7,4,5,7,75
2018,2321,North Delta,21,24,30,31,25,17,19,26,26,23,15,17,274
2018,2322,Ladner,25,27,28,23,26,16,29,30,21,22,29,21,297
2018,2323,Tsawwassen,16,15,20,20,15,26,27,20,19,19,11,24,232
2018,2331,Whalley,33,23,22,38,27,18,30,19,20,25,21,24,300
